Fecha,Turno,Posicion,Numero
29/05/2024,Nocturna,20,994
29/05/2024,Vespertina,01,054
29/05/2024,Vespertina,02,784
29/05/2024,Vespertina,03,893
29/05/2024,Vespertina,04,410
29/05/2024,Vespertina,05,466
29/05/2024,Vespertina,06,601
29/05/2024,Vespertina,07,570
29/05/2024,Vespertina,08,554
29/05/2024,Vespertina,09,079
29/05/2024,Vespertina,10,840
29/05/2024,Vespertina,11,260
29/05/2024,Vespertina,12,821
29/05/2024,Vespertina,13,885
29/05/2024,Vespertina,14,874
29/05/2024,Vespertina,15,767
29/05/2024,Vespertina,16,470
29/05/2024,Vespertina,17,427
29/05/2024,Vespertina,18,208
29/05/2024,Vespertina,19,253
29/05/2024,Vespertina,20,566
28/05/2024,Nocturna,01,407
28/05/2024,Nocturna,02,106
28/05/2024,Nocturna,03,880
28/05/2024,Nocturna,04,746
28/05/2024,Nocturna,05,501
28/05/2024,Nocturna,06,290
28/05/2024,Nocturna,07,663
28/05/2024,Nocturna,08,356
28/05/2024,Nocturna,09,650
28/05/2024,Nocturna,10,609
28/05/2024,Nocturna,11,555
28/05/2024,Nocturna,12,023
28/05/2024,Nocturna,13,162
28/05/2024,Nocturna,14,646
28/05/2024,Nocturna,15,591
28/05/2024,Nocturna,16,125
28/05/2024,Nocturna,17,304
28/05/2024,Nocturna,18,012
28/05/2024,Nocturna,19,369
28/05/2024,Nocturna,20,082
28/05/2024,Vespertina,01,997
28/05/2024,Vespertina,02,529
28/05/2024,Vespertina,03,106
28/05/2024,Vespertina,04,354
28/05/2024,Vespertina,05,245
28/05/2024,Vespertina,06,868
28/05/2024,Vespertina,07,068
28/05/2024,Vespertina,08,075
28/05/2024,Vespertina,09,316
28/05/2024,Vespertina,10,399
28/05/2024,Vespertina,11,787
28/05/2024,Vespertina,12,807
28/05/2024,Vespertina,13,855
28/05/2024,Vespertina,14,877
28/05/2024,Vespertina,15,046
28/05/2024,Vespertina,16,133
28/05/2024,Vespertina,17,589
28/05/2024,Vespertina,18,770
28/05/2024,Vespertina,19,723
28/05/2024,Vespertina,20,209
27/05/2024,Nocturna,01,845
27/05/2024,Nocturna,02,482
27/05/2024,Nocturna,03,657
27/05/2024,Nocturna,04,868
27/05/2024,Nocturna,05,276
27/05/2024,Nocturna,06,865
27/05/2024,Nocturna,07,214
27/05/2024,Nocturna,08,739
27/05/2024,Nocturna,09,270
27/05/2024,Nocturna,10,395
27/05/2024,Nocturna,11,597
27/05/2024,Nocturna,12,913
27/05/2024,Nocturna,13,111
27/05/2024,Nocturna,14,065
27/05/2024,Nocturna,15,021
27/05/2024,Nocturna,16,209
27/05/2024,Nocturna,17,707
27/05/2024,Nocturna,18,628
27/05/2024,Nocturna,19,162
27/05/2024,Nocturna,20,327
27/05/2024,Vespertina,01,601
27/05/2024,Vespertina,02,043
27/05/2024,Vespertina,03,047
27/05/2024,Vespertina,04,115
27/05/2024,Vespertina,05,000
27/05/2024,Vespertina,06,138
27/05/2024,Vespertina,07,005
27/05/2024,Vespertina,08,207
27/05/2024,Vespertina,09,557
27/05/2024,Vespertina,10,885
27/05/2024,Vespertina,11,571
27/05/2024,Vespertina,12,367
27/05/2024,Vespertina,13,363
27/05/2024,Vespertina,14,098
27/05/2024,Vespertina,15,443
27/05/2024,Vespertina,16,812
27/05/2024,Vespertina,17,813
27/05/2024,Vespertina,18,201
27/05/2024,Vespertina,19,280
27/05/2024,Vespertina,20,592
25/05/2024,Nocturna,01,905
25/05/2024,Nocturna,02,065
25/05/2024,Nocturna,03,743
25/05/2024,Nocturna,04,713
25/05/2024,Nocturna,05,522
25/05/2024,Nocturna,06,534
25/05/2024,Nocturna,07,333
25/05/2024,Nocturna,08,722
25/05/2024,Nocturna,09,199
25/05/2024,Nocturna,10,397
25/05/2024,Nocturna,11,245
25/05/2024,Nocturna,12,895
25/05/2024,Nocturna,13,946
25/05/2024,Nocturna,14,390
25/05/2024,Nocturna,15,045
25/05/2024,Nocturna,16,841
25/05/2024,Nocturna,17,556
25/05/2024,Nocturna,18,064
25/05/2024,Nocturna,19,590
25/05/2024,Nocturna,20,359
24/05/2024,Nocturna,01,008
24/05/2024,Nocturna,02,303
24/05/2024,Nocturna,03,177
24/05/2024,Nocturna,04,666
24/05/2024,Nocturna,05,243
24/05/2024,Nocturna,06,983
24/05/2024,Nocturna,07,108
24/05/2024,Nocturna,08,692
24/05/2024,Nocturna,09,836
24/05/2024,Nocturna,10,319
24/05/2024,Nocturna,11,342
24/05/2024,Nocturna,12,042
24/05/2024,Nocturna,13,750
24/05/2024,Nocturna,14,034
24/05/2024,Nocturna,15,243
24/05/2024,Nocturna,16,234
24/05/2024,Nocturna,17,067
24/05/2024,Nocturna,18,294
24/05/2024,Nocturna,19,381
24/05/2024,Nocturna,20,436
24/05/2024,Vespertina,01,492
24/05/2024,Vespertina,02,838
24/05/2024,Vespertina,03,915
24/05/2024,Vespertina,04,730
24/05/2024,Vespertina,05,437
24/05/2024,Vespertina,06,018
24/05/2024,Vespertina,07,217
24/05/2024,Vespertina,08,243
24/05/2024,Vespertina,09,840
24/05/2024,Vespertina,10,244
24/05/2024,Vespertina,11,149
24/05/2024,Vespertina,12,322
24/05/2024,Vespertina,13,040
24/05/2024,Vespertina,14,922
24/05/2024,Vespertina,15,462
24/05/2024,Vespertina,16,546
24/05/2024,Vespertina,17,038
24/05/2024,Vespertina,18,465
24/05/2024,Vespertina,19,438
24/05/2024,Vespertina,20,066
23/05/2024,Nocturna,01,327
23/05/2024,Nocturna,02,604
23/05/2024,Nocturna,03,393
23/05/2024,Nocturna,04,944
23/05/2024,Nocturna,05,644
23/05/2024,Nocturna,06,564
23/05/2024,Nocturna,07,633
23/05/2024,Nocturna,08,809
23/05/2024,Nocturna,09,713
23/05/2024,Nocturna,10,572
23/05/2024,Nocturna,11,821
23/05/2024,Nocturna,12,494
23/05/2024,Nocturna,13,251
23/05/2024,Nocturna,14,807
23/05/2024,Nocturna,15,452
23/05/2024,Nocturna,16,416
23/05/2024,Nocturna,17,142
23/05/2024,Nocturna,18,376
23/05/2024,Nocturna,19,799
23/05/2024,Nocturna,20,311
23/05/2024,Vespertina,01,994
23/05/2024,Vespertina,02,596
23/05/2024,Vespertina,03,922
23/05/2024,Vespertina,04,238
23/05/2024,Vespertina,05,090
23/05/2024,Vespertina,06,726
23/05/2024,Vespertina,07,453
23/05/2024,Vespertina,08,714
23/05/2024,Vespertina,09,042
23/05/2024,Vespertina,10,769
23/05/2024,Vespertina,11,600
23/05/2024,Vespertina,12,104
23/05/2024,Vespertina,13,584
23/05/2024,Vespertina,14,980
23/05/2024,Vespertina,15,535
23/05/2024,Vespertina,16,978
23/05/2024,Vespertina,17,915
23/05/2024,Vespertina,18,457
23/05/2024,Vespertina,19,638
23/05/2024,Vespertina,20,472
22/05/2024,Nocturna,01,914
22/05/2024,Nocturna,02,896
22/05/2024,Nocturna,03,760
22/05/2024,Nocturna,04,436
22/05/2024,Nocturna,05,058
22/05/2024,Nocturna,06,418
22/05/2024,Nocturna,07,853
22/05/2024,Nocturna,08,886
22/05/2024,Nocturna,09,190
22/05/2024,Nocturna,10,187
22/05/2024,Nocturna,11,479
22/05/2024,Nocturna,12,899
22/05/2024,Nocturna,13,374
22/05/2024,Nocturna,14,133
22/05/2024,Nocturna,15,494
22/05/2024,Nocturna,16,062
22/05/2024,Nocturna,17,794
22/05/2024,Nocturna,18,994
22/05/2024,Nocturna,19,302
22/05/2024,Nocturna,20,998
22/05/2024,Vespertina,01,192
22/05/2024,Vespertina,02,075
22/05/2024,Vespertina,03,877
22/05/2024,Vespertina,04,463
22/05/2024,Vespertina,05,175
22/05/2024,Vespertina,06,669
22/05/2024,Vespertina,07,487
22/05/2024,Vespertina,08,591
22/05/2024,Vespertina,09,370
22/05/2024,Vespertina,10,913
22/05/2024,Vespertina,11,984
22/05/2024,Vespertina,12,122
22/05/2024,Vespertina,13,969
22/05/2024,Vespertina,14,212
22/05/2024,Vespertina,15,833
22/05/2024,Vespertina,16,886
22/05/2024,Vespertina,17,512
22/05/2024,Vespertina,18,721
22/05/2024,Vespertina,19,144
22/05/2024,Vespertina,20,449
21/05/2024,Nocturna,01,593
21/05/2024,Nocturna,02,934
21/05/2024,Nocturna,03,064
21/05/2024,Nocturna,04,054
21/05/2024,Nocturna,05,849
21/05/2024,Nocturna,06,825
21/05/2024,Nocturna,07,871
21/05/2024,Nocturna,08,095
21/05/2024,Nocturna,09,902
21/05/2024,Nocturna,10,379
21/05/2024,Nocturna,11,564
21/05/2024,Nocturna,12,308
21/05/2024,Nocturna,13,280
21/05/2024,Nocturna,14,496
21/05/2024,Nocturna,15,133
21/05/2024,Nocturna,16,087
21/05/2024,Nocturna,17,164
21/05/2024,Nocturna,18,728
21/05/2024,Nocturna,19,537
21/05/2024,Nocturna,20,132
21/05/2024,Vespertina,01,273
21/05/2024,Vespertina,02,018
21/05/2024,Vespertina,03,019
21/05/2024,Vespertina,04,709
21/05/2024,Vespertina,05,534
21/05/2024,Vespertina,06,261
21/05/2024,Vespertina,07,323
21/05/2024,Vespertina,08,462
21/05/2024,Vespertina,09,995
21/05/2024,Vespertina,10,465
21/05/2024,Vespertina,11,139
21/05/2024,Vespertina,12,973
21/05/2024,Vespertina,13,899
21/05/2024,Vespertina,14,906
21/05/2024,Vespertina,15,967
21/05/2024,Vespertina,16,847
21/05/2024,Vespertina,17,713
21/05/2024,Vespertina,18,721
21/05/2024,Vespertina,19,138
21/05/2024,Vespertina,20,035
20/05/2024,Nocturna,01,870
20/05/2024,Nocturna,02,568
20/05/2024,Nocturna,03,693
20/05/2024,Nocturna,04,606
20/05/2024,Nocturna,05,919
20/05/2024,Nocturna,06,183
20/05/2024,Nocturna,07,472
20/05/2024,Nocturna,08,945
20/05/2024,Nocturna,09,743
20/05/2024,Nocturna,10,525
20/05/2024,Nocturna,11,710
20/05/2024,Nocturna,12,056
20/05/2024,Nocturna,13,916
20/05/2024,Nocturna,14,034
20/05/2024,Nocturna,15,321
20/05/2024,Nocturna,16,547
20/05/2024,Nocturna,17,493
20/05/2024,Nocturna,18,773
20/05/2024,Nocturna,19,436
20/05/2024,Nocturna,20,809
20/05/2024,Vespertina,01,870
20/05/2024,Vespertina,02,568
20/05/2024,Vespertina,03,693
20/05/2024,Vespertina,04,606
20/05/2024,Vespertina,05,919
20/05/2024,Vespertina,06,183
20/05/2024,Vespertina,07,472
20/05/2024,Vespertina,08,945
20/05/2024,Vespertina,09,743
20/05/2024,Vespertina,10,525
20/05/2024,Vespertina,11,710
20/05/2024,Vespertina,12,056
20/05/2024,Vespertina,13,916
20/05/2024,Vespertina,14,034
20/05/2024,Vespertina,15,321
20/05/2024,Vespertina,16,547
20/05/2024,Vespertina,17,493
20/05/2024,Vespertina,18,773
20/05/2024,Vespertina,19,436
20/05/2024,Vespertina,20,809
17/05/2024,Nocturna,01,065
17/05/2024,Nocturna,02,933
17/05/2024,Nocturna,03,846
17/05/2024,Nocturna,04,844
17/05/2024,Nocturna,05,511
17/05/2024,Nocturna,06,627
17/05/2024,Nocturna,07,258
17/05/2024,Nocturna,08,634
17/05/2024,Nocturna,09,682
17/05/2024,Nocturna,10,812
17/05/2024,Nocturna,11,806
17/05/2024,Nocturna,12,344
17/05/2024,Nocturna,13,791
17/05/2024,Nocturna,14,885
17/05/2024,Nocturna,15,626
17/05/2024,Nocturna,16,237
17/05/2024,Nocturna,17,683
17/05/2024,Nocturna,18,664
17/05/2024,Nocturna,19,324
17/05/2024,Nocturna,20,712
17/05/2024,Vespertina,01,959
17/05/2024,Vespertina,02,245
17/05/2024,Vespertina,03,202
17/05/2024,Vespertina,04,357
17/05/2024,Vespertina,05,552
17/05/2024,Vespertina,06,239
17/05/2024,Vespertina,07,392
17/05/2024,Vespertina,08,825
17/05/2024,Vespertina,09,340
17/05/2024,Vespertina,10,698
17/05/2024,Vespertina,11,266
17/05/2024,Vespertina,12,449
17/05/2024,Vespertina,13,191
17/05/2024,Vespertina,14,936
17/05/2024,Vespertina,15,600
17/05/2024,Vespertina,16,054
17/05/2024,Vespertina,17,791
17/05/2024,Vespertina,18,399
17/05/2024,Vespertina,19,295
17/05/2024,Vespertina,20,845
16/05/2024,Nocturna,01,743
16/05/2024,Nocturna,02,475
16/05/2024,Nocturna,03,720
16/05/2024,Nocturna,04,102
16/05/2024,Nocturna,05,884
16/05/2024,Nocturna,06,259
16/05/2024,Nocturna,07,023
16/05/2024,Nocturna,08,501
16/05/2024,Nocturna,09,127
16/05/2024,Nocturna,10,733
16/05/2024,Nocturna,11,788
16/05/2024,Nocturna,12,923
16/05/2024,Nocturna,13,665
16/05/2024,Nocturna,14,023
16/05/2024,Nocturna,15,117
16/05/2024,Nocturna,16,456
16/05/2024,Nocturna,17,152
16/05/2024,Nocturna,18,238
16/05/2024,Nocturna,19,354
16/05/2024,Nocturna,20,604
16/05/2024,Vespertina,01,860
16/05/2024,Vespertina,02,555
16/05/2024,Vespertina,03,719
16/05/2024,Vespertina,04,163
16/05/2024,Vespertina,05,908
16/05/2024,Vespertina,06,822
16/05/2024,Vespertina,07,462
16/05/2024,Vespertina,08,467
16/05/2024,Vespertina,09,343
16/05/2024,Vespertina,10,979
16/05/2024,Vespertina,11,337
16/05/2024,Vespertina,12,316
16/05/2024,Vespertina,13,467
16/05/2024,Vespertina,14,799
16/05/2024,Vespertina,15,216
16/05/2024,Vespertina,16,687
16/05/2024,Vespertina,17,112
16/05/2024,Vespertina,18,881
16/05/2024,Vespertina,19,946
16/05/2024,Vespertina,20,110
15/05/2024,Nocturna,01,849
15/05/2024,Nocturna,02,501
15/05/2024,Nocturna,03,558
15/05/2024,Nocturna,04,374
15/05/2024,Nocturna,05,754
15/05/2024,Nocturna,06,624
15/05/2024,Nocturna,07,723
15/05/2024,Nocturna,08,352
15/05/2024,Nocturna,09,792
15/05/2024,Nocturna,10,574
15/05/2024,Nocturna,11,036
15/05/2024,Nocturna,12,038
15/05/2024,Nocturna,13,607
15/05/2024,Nocturna,14,419
15/05/2024,Nocturna,15,502
15/05/2024,Nocturna,16,346
15/05/2024,Nocturna,17,582
15/05/2024,Nocturna,18,007
15/05/2024,Nocturna,19,538
15/05/2024,Nocturna,20,018
15/05/2024,Vespertina,01,771
15/05/2024,Vespertina,02,911
15/05/2024,Vespertina,03,078
15/05/2024,Vespertina,04,701
15/05/2024,Vespertina,05,819
15/05/2024,Vespertina,06,943
15/05/2024,Vespertina,07,139
15/05/2024,Vespertina,08,377
15/05/2024,Vespertina,09,937
15/05/2024,Vespertina,10,472
15/05/2024,Vespertina,11,681
15/05/2024,Vespertina,12,672
15/05/2024,Vespertina,13,963
15/05/2024,Vespertina,14,164
15/05/2024,Vespertina,15,047
15/05/2024,Vespertina,16,458
15/05/2024,Vespertina,17,110
15/05/2024,Vespertina,18,388
15/05/2024,Vespertina,19,668
15/05/2024,Vespertina,20,606
14/05/2024,Nocturna,01,256
14/05/2024,Nocturna,02,155
14/05/2024,Nocturna,03,520
14/05/2024,Nocturna,04,493
14/05/2024,Nocturna,05,602
14/05/2024,Nocturna,06,217
14/05/2024,Nocturna,07,329
14/05/2024,Nocturna,08,338
14/05/2024,Nocturna,09,148
14/05/2024,Nocturna,10,814
14/05/2024,Nocturna,11,688
14/05/2024,Nocturna,12,434
14/05/2024,Nocturna,13,549
14/05/2024,Nocturna,14,010
14/05/2024,Nocturna,15,529
14/05/2024,Nocturna,16,334
14/05/2024,Nocturna,17,549
14/05/2024,Nocturna,18,427
14/05/2024,Nocturna,19,350
14/05/2024,Nocturna,20,570
14/05/2024,Vespertina,01,561
14/05/2024,Vespertina,02,348
14/05/2024,Vespertina,03,675
14/05/2024,Vespertina,04,879
14/05/2024,Vespertina,05,682
14/05/2024,Vespertina,06,232
14/05/2024,Vespertina,07,432
14/05/2024,Vespertina,08,655
14/05/2024,Vespertina,09,394
14/05/2024,Vespertina,10,862
14/05/2024,Vespertina,11,925
14/05/2024,Vespertina,12,144
14/05/2024,Vespertina,13,417
14/05/2024,Vespertina,14,859
14/05/2024,Vespertina,15,308
14/05/2024,Vespertina,16,848
14/05/2024,Vespertina,17,239
14/05/2024,Vespertina,18,495
14/05/2024,Vespertina,19,702
14/05/2024,Vespertina,20,857
13/05/2024,Nocturna,01,093
13/05/2024,Nocturna,02,678
13/05/2024,Nocturna,03,091
13/05/2024,Nocturna,04,084
13/05/2024,Nocturna,05,493
13/05/2024,Nocturna,06,551
13/05/2024,Nocturna,07,812
13/05/2024,Nocturna,08,925
13/05/2024,Nocturna,09,882
13/05/2024,Nocturna,10,754
13/05/2024,Nocturna,11,080
13/05/2024,Nocturna,12,463
13/05/2024,Nocturna,13,459
13/05/2024,Nocturna,14,105
13/05/2024,Nocturna,15,290
13/05/2024,Nocturna,16,004
13/05/2024,Nocturna,17,296
13/05/2024,Nocturna,18,675
13/05/2024,Nocturna,19,331
13/05/2024,Nocturna,20,140
13/05/2024,Vespertina,01,866
13/05/2024,Vespertina,02,308
13/05/2024,Vespertina,03,186
13/05/2024,Vespertina,04,984
13/05/2024,Vespertina,05,074
13/05/2024,Vespertina,06,875
13/05/2024,Vespertina,07,341
13/05/2024,Vespertina,08,950
13/05/2024,Vespertina,09,928
13/05/2024,Vespertina,10,748
13/05/2024,Vespertina,11,605
13/05/2024,Vespertina,12,122
13/05/2024,Vespertina,13,820
13/05/2024,Vespertina,14,813
13/05/2024,Vespertina,15,226
13/05/2024,Vespertina,16,152
13/05/2024,Vespertina,17,236
13/05/2024,Vespertina,18,219
13/05/2024,Vespertina,19,850
13/05/2024,Vespertina,20,420
11/05/2024,Nocturna,01,144
11/05/2024,Nocturna,02,698
11/05/2024,Nocturna,03,773
11/05/2024,Nocturna,04,070
11/05/2024,Nocturna,05,372
11/05/2024,Nocturna,06,628
11/05/2024,Nocturna,07,331
11/05/2024,Nocturna,08,545
11/05/2024,Nocturna,09,009
11/05/2024,Nocturna,10,793
11/05/2024,Nocturna,11,767
11/05/2024,Nocturna,12,001
11/05/2024,Nocturna,13,943
11/05/2024,Nocturna,14,502
11/05/2024,Nocturna,15,669
11/05/2024,Nocturna,16,854
11/05/2024,Nocturna,17,850
11/05/2024,Nocturna,18,326
11/05/2024,Nocturna,19,773
11/05/2024,Nocturna,20,750
10/05/2024,Nocturna,01,503
10/05/2024,Nocturna,02,820
10/05/2024,Nocturna,03,790
10/05/2024,Nocturna,04,931
10/05/2024,Nocturna,05,705
10/05/2024,Nocturna,06,941
10/05/2024,Nocturna,07,887
10/05/2024,Nocturna,08,562
10/05/2024,Nocturna,09,101
10/05/2024,Nocturna,10,613
10/05/2024,Nocturna,11,834
10/05/2024,Nocturna,12,384
10/05/2024,Nocturna,13,060
10/05/2024,Nocturna,14,159
10/05/2024,Nocturna,15,799
10/05/2024,Nocturna,16,855
10/05/2024,Nocturna,17,534
10/05/2024,Nocturna,18,870
10/05/2024,Nocturna,19,530
10/05/2024,Nocturna,20,417
10/05/2024,Vespertina,01,187
10/05/2024,Vespertina,02,419
10/05/2024,Vespertina,03,479
10/05/2024,Vespertina,04,509
10/05/2024,Vespertina,05,047
10/05/2024,Vespertina,06,555
10/05/2024,Vespertina,07,889
10/05/2024,Vespertina,08,513
10/05/2024,Vespertina,09,611
10/05/2024,Vespertina,10,662
10/05/2024,Vespertina,11,689
10/05/2024,Vespertina,12,486
10/05/2024,Vespertina,13,191
10/05/2024,Vespertina,14,896
10/05/2024,Vespertina,15,939
10/05/2024,Vespertina,16,360
10/05/2024,Vespertina,17,189
10/05/2024,Vespertina,18,659
10/05/2024,Vespertina,19,947
10/05/2024,Vespertina,20,969
09/05/2024,Nocturna,01,840
09/05/2024,Nocturna,02,820
09/05/2024,Nocturna,03,786
09/05/2024,Nocturna,04,581
09/05/2024,Nocturna,05,467
09/05/2024,Nocturna,06,489
09/05/2024,Nocturna,07,774
09/05/2024,Nocturna,08,962
09/05/2024,Nocturna,09,535
09/05/2024,Nocturna,10,481
09/05/2024,Nocturna,11,546
09/05/2024,Nocturna,12,177
09/05/2024,Nocturna,13,801
09/05/2024,Nocturna,14,450
09/05/2024,Nocturna,15,760
09/05/2024,Nocturna,16,587
09/05/2024,Nocturna,17,929
09/05/2024,Nocturna,18,700
09/05/2024,Nocturna,19,586
09/05/2024,Nocturna,20,449
09/05/2024,Vespertina,01,971
09/05/2024,Vespertina,02,745
09/05/2024,Vespertina,03,318
09/05/2024,Vespertina,04,813
09/05/2024,Vespertina,05,162
09/05/2024,Vespertina,06,434
09/05/2024,Vespertina,07,538
09/05/2024,Vespertina,08,881
09/05/2024,Vespertina,09,622
09/05/2024,Vespertina,10,970
09/05/2024,Vespertina,11,982
09/05/2024,Vespertina,12,242
09/05/2024,Vespertina,13,676
09/05/2024,Vespertina,14,267
09/05/2024,Vespertina,15,113
09/05/2024,Vespertina,16,690
09/05/2024,Vespertina,17,026
09/05/2024,Vespertina,18,447
09/05/2024,Vespertina,19,187
09/05/2024,Vespertina,20,743
08/05/2024,Nocturna,01,861
08/05/2024,Nocturna,02,559
08/05/2024,Nocturna,03,361
08/05/2024,Nocturna,04,905
08/05/2024,Nocturna,05,722
08/05/2024,Nocturna,06,035
08/05/2024,Nocturna,07,157
08/05/2024,Nocturna,08,948
08/05/2024,Nocturna,09,828
08/05/2024,Nocturna,10,989
08/05/2024,Nocturna,11,033
08/05/2024,Nocturna,12,290
08/05/2024,Nocturna,13,936
08/05/2024,Nocturna,14,028
08/05/2024,Nocturna,15,182
08/05/2024,Nocturna,16,781
08/05/2024,Nocturna,17,473
08/05/2024,Nocturna,18,048
08/05/2024,Nocturna,19,815
08/05/2024,Nocturna,20,303
08/05/2024,Vespertina,01,406
08/05/2024,Vespertina,02,058
08/05/2024,Vespertina,03,031
08/05/2024,Vespertina,04,496
08/05/2024,Vespertina,05,790
08/05/2024,Vespertina,06,530
08/05/2024,Vespertina,07,022
08/05/2024,Vespertina,08,560
08/05/2024,Vespertina,09,772
08/05/2024,Vespertina,10,468
08/05/2024,Vespertina,11,830
08/05/2024,Vespertina,12,017
08/05/2024,Vespertina,13,262
08/05/2024,Vespertina,14,031
08/05/2024,Vespertina,15,776
08/05/2024,Vespertina,16,783
08/05/2024,Vespertina,17,788
08/05/2024,Vespertina,18,269
08/05/2024,Vespertina,19,629
08/05/2024,Vespertina,20,128
07/05/2024,Nocturna,01,093
07/05/2024,Nocturna,02,354
07/05/2024,Nocturna,03,702
07/05/2024,Nocturna,04,933
07/05/2024,Nocturna,05,013
07/05/2024,Nocturna,06,185
07/05/2024,Nocturna,07,409
07/05/2024,Nocturna,08,484
07/05/2024,Nocturna,09,658
07/05/2024,Nocturna,10,772
07/05/2024,Nocturna,11,648
07/05/2024,Nocturna,12,604
07/05/2024,Nocturna,13,279
07/05/2024,Nocturna,14,078
07/05/2024,Nocturna,15,527
07/05/2024,Nocturna,16,686
07/05/2024,Nocturna,17,340
07/05/2024,Nocturna,18,645
07/05/2024,Nocturna,19,842
07/05/2024,Nocturna,20,202
07/05/2024,Vespertina,01,136
07/05/2024,Vespertina,02,375
07/05/2024,Vespertina,03,733
07/05/2024,Vespertina,04,912
07/05/2024,Vespertina,05,193
07/05/2024,Vespertina,06,035
07/05/2024,Vespertina,07,363
07/05/2024,Vespertina,08,415
07/05/2024,Vespertina,09,705
07/05/2024,Vespertina,10,764
07/05/2024,Vespertina,11,486
07/05/2024,Vespertina,12,112
07/05/2024,Vespertina,13,840
07/05/2024,Vespertina,14,039
07/05/2024,Vespertina,15,470
07/05/2024,Vespertina,16,431
07/05/2024,Vespertina,17,590
07/05/2024,Vespertina,18,004
07/05/2024,Vespertina,19,570
07/05/2024,Vespertina,20,710
06/05/2024,Nocturna,01,986
06/05/2024,Nocturna,02,859
06/05/2024,Nocturna,03,849
06/05/2024,Nocturna,04,064
06/05/2024,Nocturna,05,802
06/05/2024,Nocturna,06,786
06/05/2024,Nocturna,07,072
06/05/2024,Nocturna,08,970
06/05/2024,Nocturna,09,016
06/05/2024,Nocturna,10,611
06/05/2024,Nocturna,11,964
06/05/2024,Nocturna,12,958
06/05/2024,Nocturna,13,049
06/05/2024,Nocturna,14,732
06/05/2024,Nocturna,15,475
06/05/2024,Nocturna,16,214
06/05/2024,Nocturna,17,307
06/05/2024,Nocturna,18,249
06/05/2024,Nocturna,19,712
06/05/2024,Nocturna,20,717